CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2024-09-06 13:17:51.9086740,E:\Users\HP\AppData\Local\Microsoft\Windows\UsrClass.dat,D:\challengeeeeee\E\Users\HP\AppData\Local\Microsoft\Windows\UsrClass.dat,262144,064C0A09F7B7B96AA0CC9B8DA4AE2BAE07225330,False,2024-09-06 11:49:46.1076154,2024-09-06 11:55:33.9102262,2024-09-06 11:55:33.9102262,00:00:00.0059846
2024-09-06 13:17:51.9176871,E:\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1,D:\challengeeeeee\E\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1,164864,7C3C067AF2AE693447C21A0DD51267FF602511F3,False,2024-09-06 11:56:20.7571085,2024-09-06 13:00:29.3506154,2024-09-06 11:56:20.7571085,00:00:00.0030297
2024-09-06 13:17:51.9246310,E:\Users\HP\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1,D:\challengeeeeee\E\Users\HP\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1,78848,09053D3C2C86842010A29343A65290C4ED5C8190,False,2024-09-06 11:49:46.1076154,2024-09-06 11:55:33.9102262,2024-09-06 11:49:46.1076154,00:00:00.0029672
2024-09-06 13:17:51.9495639,E:\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated),D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated),4472,3C08C0FC7A971F6846DD7DB2176253175CF846C5,False,2009-07-14 04:57:03.9348886,2009-07-14 04:57:04.0284888,2009-07-14 04:57:03.9348886,00:00:00.0029902
2024-09-06 13:17:51.9766241,E:\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual),D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual),3854,EBC9601FDFEB278A2AE124FCDC411EED9CAEA55F,False,2009-07-14 04:57:03.9348886,2009-07-14 04:57:04.0440888,2009-07-14 04:57:03.9348886,00:00:00.0069528
2024-09-06 13:17:52.0005611,E:\Windows\System32\Tasks\Microsoft\Windows\AppID\PolicyConverter,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\AppID\PolicyConverter,2900,92732F3A980F744639C83269DAE6CA52ED799327,False,2009-07-14 04:58:07.7858008,2009-07-14 04:58:07.7858008,2009-07-14 04:58:07.7858008,00:00:00.0050967
2024-09-06 13:17:52.0260576,E:\Windows\System32\Tasks\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck,3790,95980C8225093829E26F72E81050B45295543053,False,2009-07-14 04:58:07.7858008,2009-07-14 04:58:07.7858008,2009-07-14 04:58:07.7858008,00:00:00.0039747
2024-09-06 13:17:52.0518070,E:\Windows\System32\Tasks\Microsoft\Windows\Application Experience\AitAgent,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Application Experience\AitAgent,3458,E7A920041B427D06B3C95B0D494D2A5504FFDDBF,False,2009-07-14 04:57:38.0209485,2009-07-14 04:57:38.0209485,2009-07-14 04:57:38.0209485,00:00:00.0022549
2024-09-06 13:17:52.0787594,E:\Windows\System32\Tasks\Microsoft\Windows\Application Experience\ProgramDataUpdater,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Application Experience\ProgramDataUpdater,3614,F8CD464665949FD803EA281917691DCB60FA79AF,False,2009-07-14 04:57:37.9429484,2009-07-14 04:57:37.9429484,2009-07-14 04:57:37.9429484,00:00:00.0039877
2024-09-06 13:17:52.1035922,E:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy,3026,E48F568AA63036CC33F891C579EB5E6ED4DC833D,False,2009-07-14 04:53:31.7812800,2009-07-14 04:53:31.7812800,2009-07-14 04:53:31.7812800,00:00:00.0050635
2024-09-06 13:17:52.1248861,E:\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\SystemTask,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\SystemTask,4130,9ED9D5C6E766DEE7E5D2F9E7433F3E28F833AC17,False,2009-07-14 04:56:56.8992763,2009-07-14 04:56:56.9928764,2009-07-14 04:56:56.8992763,00:00:00.0039891
2024-09-06 13:17:52.1481385,E:\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask,3868,6FF36778D1C72AE9DC998C3FE38561B1561955D1,False,2009-07-14 04:56:56.8992763,2009-07-14 04:56:56.9928764,2009-07-14 04:56:56.8992763,00:00:00.0039905
2024-09-06 13:17:52.1657124,E:\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask-Roam,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask-Roam,3134,C3B003C9FA0992017B7B61E48E711C113C492939,False,2009-07-14 04:56:56.9148763,2009-07-14 05:06:48.5522423,2009-07-14 04:56:56.9148763,00:00:00.0029086
2024-09-06 13:17:52.1906401,E:\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Consolidator,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Consolidator,2934,C85A559B6BDD2FA11E449F9C7B5A0A3EF3C084EC,False,2009-07-14 04:58:28.7834377,2009-07-14 04:58:28.7834377,2009-07-14 04:58:28.7834377,00:00:00.0029089
2024-09-06 13:17:52.2125796,E:\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask,3946,06E2EE61DAFCE388C9F0FFD86DF877BBC8768AB1,False,2009-07-14 04:57:07.9596957,2009-07-14 04:57:07.9596957,2009-07-14 04:57:07.9596957,00:00:00.0049869
2024-09-06 13:17:52.2340779,E:\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip,3598,AB5CA0E8B2BB11E9CF55276E5E8E82894CD69915,False,2009-07-14 04:57:40.1737523,2009-07-14 04:57:40.2361524,2009-07-14 04:57:40.1737523,00:00:00.0029551
2024-09-06 13:17:52.2609343,E:\Windows\System32\Tasks\Microsoft\Windows\Defrag\ScheduledDefrag,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Defrag\ScheduledDefrag,3888,90CD56EA190C5694842DF7746E6EEE4C3E5B3999,False,2009-07-14 04:58:27.8630360,2009-07-14 04:58:31.8722431,2009-07-14 04:58:27.8630360,00:00:00.0029924
2024-09-06 13:17:52.2847619,E:\Windows\System32\Tasks\Microsoft\Windows\MemoryDiagnostic\CorruptionDetector,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\MemoryDiagnostic\CorruptionDetector,3304,4E76F61B3E9032627806DE483480935DF04DE758,False,2009-07-14 04:57:07.8816956,2009-07-14 04:57:07.8816956,2009-07-14 04:57:07.8816956,00:00:00.0027187
2024-09-06 13:17:52.3042982,E:\Windows\System32\Tasks\Microsoft\Windows\MemoryDiagnostic\DecompressionFailureDetector,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\MemoryDiagnostic\DecompressionFailureDetector,3510,D751F85F299DCF13AEF9B9E43CB075A48835CE5D,False,2009-07-14 04:57:07.8816956,2009-07-14 04:57:07.8816956,2009-07-14 04:57:07.8816956,00:00:00.0029939
2024-09-06 13:17:52.3276423,E:\Windows\System32\Tasks\Microsoft\Windows\MUI\LPRemove,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\MUI\LPRemove,3168,C068831E47945A9DB86A5F5337AD79B28BA682B5,False,2009-07-14 04:57:53.6989760,2009-07-14 04:57:53.6989760,2009-07-14 04:57:53.6989760,00:00:00.0030014
2024-09-06 13:17:52.3520607,E:\Windows\System32\Tasks\Microsoft\Windows\Multimedia\SystemSoundsService,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Multimedia\SystemSoundsService,2604,A0F648EAD2D8333D125822AAF0E8758822B40274,False,2009-07-14 04:58:27.2702350,2009-07-14 04:58:28.4402371,2009-07-14 04:58:27.2702350,00:00:00.0054675
2024-09-06 13:17:52.3730113,E:\Windows\System32\Tasks\Microsoft\Windows\NetTrace\GatherNetworkInfo,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\NetTrace\GatherNetworkInfo,2044,A6F11C199C778D484D052E9C83348F571FFB8A93,False,2009-07-14 04:58:07.5050003,2009-07-14 04:58:07.5050003,2009-07-14 04:58:07.5050003,00:00:00.0036279
2024-09-06 13:17:52.3979108,E:\Windows\System32\Tasks\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem,3752,BD97DA8B5A00E3891958414A499FDE91980CCEA6,False,2009-07-14 04:57:18.9889151,2009-07-14 04:57:18.9889151,2009-07-14 04:57:18.9889151,00:00:00.0039872
2024-09-06 13:17:52.4197325,E:\Windows\System32\Tasks\Microsoft\Windows\RAC\RacTask,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\RAC\RacTask,4374,73ECF0E3BC10865B9CC1ED2C24BC3AE4C9DC9EB0,False,2009-07-14 04:58:27.1922349,2009-07-14 04:58:28.5962373,2009-07-14 04:58:27.1922349,00:00:00.0040073
2024-09-06 13:17:52.4397203,E:\Windows\System32\Tasks\Microsoft\Windows\Ras\MobilityManager,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Ras\MobilityManager,3052,F57989D416FB045A2B17964802400DFE5D1E0865,False,2009-07-14 04:53:43.9805014,2009-07-14 04:53:43.9805014,2009-07-14 04:53:43.9805014,00:00:00.0040264
2024-09-06 13:17:52.4647017,E:\Windows\System32\Tasks\Microsoft\Windows\Registry\RegIdleBackup,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Registry\RegIdleBackup,3956,3EBB70E454A72D0A7CFB25D65212E063F02F598E,False,2009-07-14 04:58:05.9137975,2009-07-14 04:58:05.9137975,2009-07-14 04:58:05.9137975,00:00:00.0038105
2024-09-06 13:17:52.4898161,E:\Windows\System32\Tasks\Microsoft\Windows\Server Manager\ServerManager,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Server Manager\ServerManager,3642,3BF74BEC334B142BEED92831C2C3313984E5FB5F,False,2009-07-14 04:58:27.1142347,2009-07-14 04:58:27.1142347,2009-07-14 04:58:27.1142347,00:00:00.0039888
2024-09-06 13:17:52.5110621,E:\Windows\System32\Tasks\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask,3942,B5EE8E47ED84D5D844D3FDF652F31AF3B637555A,False,2009-07-14 04:53:26.2588703,2009-07-14 04:53:26.5708709,2009-07-14 04:53:26.2588703,00:00:00.0039511
2024-09-06 13:17:52.5336866,E:\Windows\System32\Tasks\Microsoft\Windows\Task Manager\Interactive,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Task Manager\Interactive,2614,8C83FF9B779E2FB43D6042598AF1885632BB47CA,False,2009-07-14 04:57:21.9373203,2009-07-14 04:57:22.1245206,2009-07-14 04:57:21.9373203,00:00:00.0030276
2024-09-06 13:17:52.5571446,E:\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict1,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict1,3950,50E65F7F40FE051F9C69717997AD87467CFCEE47,False,2009-07-14 04:56:52.2504681,2009-07-14 04:56:56.1504750,2009-07-14 04:56:52.2504681,00:00:00.0049888
2024-09-06 13:17:52.5780429,E:\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict2,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict2,4066,B4D8F772BF2BAF7076C7FE5F93FDD78CE5918C63,False,2009-07-14 04:56:52.2504681,2009-07-14 04:56:56.1504750,2009-07-14 04:56:52.2504681,00:00:00.0031371
2024-09-06 13:17:52.6029738,E:\Windows\System32\Tasks\Microsoft\Windows\TextServicesFramework\MsCtfMonitor,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\TextServicesFramework\MsCtfMonitor,2978,DF91EBC5DD3FF17E342A9263E7FEA132855FD8F0,False,2009-07-14 04:57:18.0373134,2009-07-14 04:57:18.1153135,2009-07-14 04:57:18.0373134,00:00:00.0027580
2024-09-06 13:17:52.6227982,E:\Windows\System32\Tasks\Microsoft\Windows\Time Synchronization\SynchronizeTime,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Time Synchronization\SynchronizeTime,3388,CBA722DE48DA1DCB0588F5CEE227F5A6B355C19D,False,2009-07-14 04:53:56.8193240,2009-07-14 04:53:56.8349240,2009-07-14 04:53:56.8193240,00:00:00.0051405
2024-09-06 13:17:52.6443308,E:\Windows\System32\Tasks\Microsoft\Windows\UPnP\UPnPHostConfig,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\UPnP\UPnPHostConfig,1730,C4D850C6F1F4BE8B17D04238344A4E61FA596795,False,2009-07-14 04:53:35.0416857,2009-07-14 04:53:35.1976860,2009-07-14 04:53:35.0416857,00:00:00.0040184
2024-09-06 13:17:52.6687575,E:\Windows\System32\Tasks\Microsoft\Windows\User Profile Service\HiveUploadTask,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\User Profile Service\HiveUploadTask,3420,2143FF5EE006C5A45A421F70F9F15E184FA234F9,False,2009-07-14 04:57:10.9081009,2009-07-14 04:57:10.9081009,2009-07-14 04:57:10.9081009,00:00:00.0038938
2024-09-06 13:17:52.6970527,E:\Windows\System32\Tasks\Microsoft\Windows\WDI\ResolutionHost,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\WDI\ResolutionHost,2682,E5B361D0BAEF2359E8DF683B550B339B3239DA20,False,2009-07-14 04:53:33.7156834,2009-07-14 04:53:33.7156834,2009-07-14 04:53:33.7156834,00:00:00.0064040
2024-09-06 13:17:52.7167515,E:\Windows\System32\Tasks\Microsoft\Windows\Windows Error Reporting\QueueReporting,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Windows Error Reporting\QueueReporting,3048,B4AC9C7561D8B44F985056B196955EFC34906D0C,False,2009-07-14 04:53:25.5880691,2009-07-14 04:53:25.7284694,2009-07-14 04:53:25.5880691,00:00:00.0034136
2024-09-06 13:17:52.7436788,E:\Windows\System32\Tasks\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange,3290,BDBEC5B209E9FB297983DB8F7C713D29E48B7798,False,2009-07-14 04:53:50.2361124,2009-07-14 04:53:50.3609127,2009-07-14 04:53:50.2361124,00:00:00.0026500
2024-09-06 13:17:52.7706072,E:\Windows\System32\Tasks\Microsoft\Windows\WindowsColorSystem\Calibration Loader,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\WindowsColorSystem\Calibration Loader,3532,5153883EE76E5A6174FE131C5E1F5C7F36474596,False,2009-07-14 04:58:28.0502364,2009-07-14 05:06:48.5054422,2009-07-14 04:58:28.0502364,00:00:00.0030456
2024-09-06 13:17:52.7926356,E:\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerCeipAssistant,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerCeipAssistant,3606,05291C9F3150CCFA89D9E3EB6D55EC155DE7C873,False,2009-07-14 04:58:31.5290425,2009-07-14 04:58:31.5290425,2009-07-14 04:58:31.5290425,00:00:00.0049913
2024-09-06 13:17:52.8139178,E:\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector,3158,56CF2374BA5018064F2DC08F0F614FB33DBE600C,False,2009-07-14 04:58:31.7630429,2009-07-14 04:58:31.7630429,2009-07-14 04:58:31.7630429,00:00:00.0028755
2024-09-06 13:17:52.8397878,E:\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector-RunOnce,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector-RunOnce,3982,C070E4A30D57C67C1F2143A9CF6C09E67EB3E24B,False,2009-07-14 04:58:31.7786429,2009-07-14 04:58:31.7786429,2009-07-14 04:58:31.7786429,00:00:00.0040522
2024-09-06 13:17:52.8602565,E:\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleUsageCollector,D:\challengeeeeee\E\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleUsageCollector,3968,D46A78E8E3AB3E6FAF0DFD4FDEC00ACC694DEFAF,False,2009-07-14 04:58:31.5446425,2009-07-14 04:58:31.5446425,2009-07-14 04:58:31.5446425,00:00:00.0054989
2024-09-06 13:17:52.8762160,E:\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db,D:\challengeeeeee\E\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db,24,7143C103E1D52C99EEAA3B11BEB9F02D2C50CA3D,False,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,00:00:00.0029921
2024-09-06 13:17:52.8847557,E:\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db,D:\challengeeeeee\E\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db,24,31A7984CD78857EA28C0B4D535490EC0B03C5B1A,False,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,00:00:00.0029933
2024-09-06 13:17:52.8997433,E:\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db,D:\challengeeeeee\E\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db,24,BB2665EE5CD1821D48CCA1CB07CDFDE9ED6081A6,False,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,00:00:00.0039863
2024-09-06 13:17:52.9096947,E:\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db,D:\challengeeeeee\E\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db,24,4B71D8970E657835EBCEEE5EC79FAEA2C1422FBE,False,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,00:00:00.0019603
2024-09-06 13:17:52.9196684,E:\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db,D:\challengeeeeee\E\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db,3256,2984D9A292290213A7598863BF9619D0915A7079,False,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,00:00:00.0029923
2024-09-06 13:17:52.9336324,E:\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db,D:\challengeeeeee\E\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db,24,CE19B1A236F95307067D4979F8DD96C70D69C18A,False,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,2024-09-06 12:13:03.4423833,00:00:00.0038824
2024-09-06 13:17:53.0756495,E:\Windows\inf\setupapi.dev.log,D:\challengeeeeee\E\Windows\inf\setupapi.dev.log,3710315,7123F837F85F784893204115483BBA1B07F59C9A,False,2024-09-06 21:47:06.4724473,2024-09-06 12:58:49.5728402,2024-09-06 21:47:06.4724473,00:00:00.0469459
2024-09-06 13:17:53.0896131,E:\Users\Administrator\AppData\Roaming\Microsoft\Protect\S-1-5-21-3365028611-2209629140-157115649-500\BK-D,D:\challengeeeeee\E\Users\Administrator\AppData\Roaming\Microsoft\Protect\S-1-5-21-3365028611-2209629140-157115649-500\BK-D,872,88452E69A36814D4532C8F32E41DA7704FBF94BB,False,2024-09-06 12:06:56.6389390,2024-09-06 12:06:56.6389390,2024-09-06 12:06:56.6389390,00:00:00.0038135
2024-09-06 13:17:53.0996336,E:\Users\Administrator\AppData\Roaming\Microsoft\Protect\S-1-5-21-3365028611-2209629140-157115649-500\da96c535-4be4-4ea6-a8ca-3a449b82c7bf,D:\challengeeeeee\E\Users\Administrator\AppData\Roaming\Microsoft\Protect\S-1-5-21-3365028611-2209629140-157115649-500\da96c535-4be4-4ea6-a8ca-3a449b82c7bf,740,252A48EEE7683E140F99FF1E60AA0E5659B3BC04,False,2024-09-06 12:06:56.6389390,2024-09-06 12:06:56.6389390,2024-09-06 12:06:56.6389390,00:00:00.0033330
2024-09-06 13:17:53.1149044,E:\Users\Administrator\AppData\Roaming\Microsoft\Protect\S-1-5-21-3365028611-2209629140-157115649-500\Preferred,D:\challengeeeeee\E\Users\Administrator\AppData\Roaming\Microsoft\Protect\S-1-5-21-3365028611-2209629140-157115649-500\Preferred,24,E680793472FD695514A848BE1F1691B6F47C3BF1,False,2024-09-06 12:06:56.6857391,2024-09-06 12:06:56.6857391,2024-09-06 12:06:56.6857391,00:00:00.0028267
2024-09-06 13:17:53.1470138,E:\Windows\System32\WDI\LogFiles\WdiContextLog.etl.001,D:\challengeeeeee\E\Windows\System32\WDI\LogFiles\WdiContextLog.etl.001,278528,47E1CA6BA257B6373B4CFDF1891A88FC44420572,False,2009-07-14 04:53:36.7420887,2024-09-06 13:00:35.3722260,2009-07-14 04:53:36.7420887,00:00:00.0169165
2024-09-06 13:17:53.1756513,E:\Windows\System32\WDI\LogFiles\WdiContextLog.etl.002,D:\challengeeeeee\E\Windows\System32\WDI\LogFiles\WdiContextLog.etl.002,0,7355AE550491823E937E7204A2EE373663A05A5A,False,2009-07-14 05:06:06.5260229,2024-09-06 13:00:51.4560140,2009-07-14 05:06:06.5260229,00:00:00.0153188
2024-09-06 13:17:53.2018794,E:\Windows\System32\WDI\LogFiles\WdiContextLog.etl.003,D:\challengeeeeee\E\Windows\System32\WDI\LogFiles\WdiContextLog.etl.003,0,334CE0277A6755F9B0AC3F7567EB105B83D3C0D1,False,2024-09-06 21:46:59.4680350,2024-09-06 12:43:51.3624138,2024-09-06 21:46:59.4680350,00:00:00.0112128
2024-09-06 13:17:53.2183795,E:\Windows\System32\LogFiles\WMI\Terminal-Services-Core.etl,D:\challengeeeeee\E\Windows\System32\LogFiles\WMI\Terminal-Services-Core.etl,6144,EA69CB6353AEE4D8C9242A06E66DAF941FF9BD1C,False,2009-07-14 04:49:35.3628648,2009-07-14 05:12:41.1908616,2009-07-14 04:49:35.3628648,00:00:00.0030249
2024-09-06 13:17:53.2299242,E:\Windows\System32\LogFiles\WMI\Terminal-Services-IP-Virtualization.etl,D:\challengeeeeee\E\Windows\System32\LogFiles\WMI\Terminal-Services-IP-Virtualization.etl,3072,624450D26F842E6F23B490330FCA864D8C8D6071,False,2009-07-14 04:49:35.4096649,2009-07-14 05:12:40.9568612,2009-07-14 04:49:35.4096649,00:00:00.0023286
2024-09-06 13:17:53.2523441,E:\Windows\System32\LogFiles\WMI\Terminal-Services-RPC-Client.etl,D:\challengeeeeee\E\Windows\System32\LogFiles\WMI\Terminal-Services-RPC-Client.etl,18432,A8AE4C11A8BEA3B110E96865DB35D0ABA72CB5AB,False,2009-07-14 04:49:35.3784648,2009-07-14 05:12:41.1128615,2009-07-14 04:49:35.3784648,00:00:00.0105196
2024-09-06 13:17:53.2658217,E:\Windows\System32\LogFiles\WMI\Terminal-Services-Unified-APIs.etl,D:\challengeeeeee\E\Windows\System32\LogFiles\WMI\Terminal-Services-Unified-APIs.etl,3072,3347A3EF86D303E77AB4B73D3C6DBDEBDDDA556A,False,2009-07-14 04:49:35.3940648,2009-07-14 05:12:41.0192613,2009-07-14 04:49:35.3940648,00:00:00.0039910
2024-09-06 13:17:53.2967375,E:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl,D:\challengeeeeee\E\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl,0,9C5FDDB36FB68C2154DA044603CBC1CF6B408A54,False,2024-09-06 13:00:51.4560140,2024-09-06 13:00:51.4560140,2024-09-06 13:00:51.4560140,00:00:00.0119672
2024-09-06 13:17:53.3077085,E:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl,D:\challengeeeeee\E\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl,72,044A0CB74D4A20F3300E20208CAF4D13DD35A38E,False,2009-07-14 04:49:20.4336386,2024-09-06 13:00:52.9068166,2009-07-14 04:49:20.4336386,00:00:00.0049705
2024-09-06 13:17:53.3228320,E:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl,D:\challengeeeeee\E\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl,72,B9EC790CCB44170193468FC218A21790646FE07E,False,2009-07-14 04:49:20.4492386,2024-09-06 13:00:52.9068166,2009-07-14 04:49:20.4492386,00:00:00.0025410
2024-09-06 13:17:53.3258221,E:\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl,D:\challengeeeeee\E\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl,72,0D0E47938F6E00166E7352732DDFB7C610F44DB2,False,2024-09-06 13:00:51.4560140,2024-09-06 13:01:32.4060859,2024-09-06 13:00:51.4560140,00:00:00.0009973
2024-09-06 13:17:53.4330570,E:\Windows\System32\wbem\Repository\INDEX.BTR,D:\challengeeeeee\E\Windows\System32\wbem\Repository\INDEX.BTR,4603904,C143CBA7159F6927EC9098A5BB8E7ACFE2A01A52,False,2009-07-14 02:34:08.8059508,2024-09-06 12:58:34.0196129,2009-07-14 02:34:08.8059508,00:00:00.0452361
2024-09-06 13:17:53.4522456,E:\Windows\System32\wbem\Repository\MAPPING1.MAP,D:\challengeeeeee\E\Windows\System32\wbem\Repository\MAPPING1.MAP,52520,E9CB9C0C83095383037553B9B938F48C57C74B1B,False,2009-07-14 02:34:08.8059508,2024-09-06 13:00:30.4114173,2009-07-14 02:34:08.8059508,00:00:00.0122072
2024-09-06 13:17:53.4718514,E:\Windows\System32\wbem\Repository\MAPPING2.MAP,D:\challengeeeeee\E\Windows\System32\wbem\Repository\MAPPING2.MAP,52520,4007B5EA81F3D118493952B81F855957F880C6B0,False,2009-07-14 02:34:08.8059508,2024-09-06 12:52:34.0177806,2009-07-14 02:34:08.8059508,00:00:00.0094859
